TransactionID,AccountID,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerOccupation,PreviousTransactionDate,TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,Target
TX001183,AC00401,2023-11-13 16:30:21,Debit,Fort Worth,D000017,43.98.242.106,M078,Branch,Retired,2024-11-04 08:10:20,410.97,22.0,45.0,1.0,151.42,1
TX001184,AC00366,2023-08-16 16:11:56,Debit,Los Angeles,D000037,45.64.74.86,M091,ATM,Retired,2024-11-04 08:08:46,36.97,41.0,79.0,1.0,2850.92,1
TX001185,AC00107,2023-09-01 16:35:51,Credit,Fort Worth,D000346,199.59.68.207,M019,Branch,Engineer,2024-11-04 08:06:40,137.59,30.0,95.0,1.0,10679.67,3
TX001186,AC00060,2023-07-13 17:17:07,Credit,Memphis,D000249,190.164.160.79,M090,Online,Doctor,2024-11-04 08:11:20,168.11,51.0,12.0,1.0,10652.13,3
TX001187,AC00384,2023-09-11 16:16:06,Credit,Portland,D000359,195.164.171.146,M056,ATM,Retired,2024-11-04 08:06:54,430.98,24.0,93.0,1.0,569.25,1
TX001188,AC00483,2023-09-25 16:40:00,Debit,Jacksonville,D000649,168.55.199.214,M059,ATM,Doctor,2024-11-04 08:10:55,13.87,24.0,20.0,1.0,954.83,1
TX001189,AC00126,2023-08-01 16:23:37,Credit,Jacksonville,D000384,104.155.121.252,M002,Online,Engineer,2024-11-04 08:08:22,175.07,28.0,169.0,2.0,9274.64,0
TX001190,AC00437,2023-01-09 16:45:12,Debit,Phoenix,D000147,101.120.142.50,M087,ATM,Retired,2024-11-04 08:10:06,302.82,36.0,175.0,1.0,9384.54,0
TX001191,AC00382,2023-04-21 17:03:13,Credit,Louisville,D000108,171.101.134.74,M066,Branch,Retired,2024-11-04 08:06:51,1647.74,67.0,52.00000000000001,1.0,1483.84,1
TX001192,AC00339,2023-01-17 16:57:06,Debit,Charlotte,D000242,200.13.225.150,M012,ATM,Student,2024-11-04 08:08:44,406.81,66.0,84.00000000000001,1.0,1968.3600000000001,1
TX001193,AC00498,2023-05-22 16:33:16,Credit,Atlanta,D000659,207.157.126.125,M020,Branch,Student,2024-11-04 08:09:07,256.3,53.0,172.0,1.0,4203.05,2
TX001194,AC00178,2023-10-16 16:12:20,Debit,Fort Worth,D000493,83.207.115.164,M030,Online,Retired,2024-11-04 08:11:48,80.96,19.0,97.0,1.0,959.9399999999999,1
TX001195,AC00201,2023-06-08 16:42:30,Credit,Miami,D000135,77.208.193.198,M047,Branch,Engineer,2024-11-04 08:08:31,95.78,22.0,26.999999999999996,1.0,271.64,1
TX001196,AC00124,2023-12-29 18:07:04,Debit,Columbus,D000631,218.54.207.160,M067,ATM,Retired,2024-11-04 08:09:34,379.54,41.0,118.0,1.0,12571.76,3
TX001197,AC00404,2023-10-30 16:01:43,Debit,Baltimore,D000150,182.225.2.156,M026,Online,Doctor,2024-11-04 08:06:53,903.19,22.0,65.0,1.0,8627.08,0
TX001198,AC00347,2023-10-16 16:44:52,Debit,Boston,D000300,106.244.1.47,M007,Branch,Doctor,2024-11-04 08:10:59,142.19,18.0,26.999999999999996,4.0,524.46,1
TX001199,AC00480,2023-09-05 18:45:22,Debit,Baltimore,D000246,214.67.148.245,M096,Online,Engineer,2024-11-04 08:12:07,847.45,28.0,175.0,1.0,422.32,1
TX001200,AC00303,2023-09-11 16:24:57,Debit,Nashville,D000577,34.86.220.205,M051,ATM,Student,2024-11-04 08:08:54,295.18,66.0,30.999999999999996,1.0,12961.53,3
TX001201,AC00249,2023-12-01 17:26:46,Debit,Atlanta,D000028,58.190.9.136,M072,Branch,Doctor,2024-11-04 08:11:30,18.46,68.0,213.0,1.0,6381.6,2
TX001202,AC00263,2023-06-06 18:31:06,Credit,San Jose,D000443,100.4.40.132,M048,Branch,Doctor,2024-11-04 08:10:54,603.23,28.0,48.0,1.0,117.98000000000002,1
TX001203,AC00108,2023-09-25 17:48:55,Debit,Milwaukee,D000406,173.252.44.183,M005,Branch,Engineer,2024-11-04 08:07:56,54.5,57.0,147.0,1.0,1715.22,1
TX001204,AC00490,2023-05-18 17:34:20,Debit,New York,D000668,125.225.212.244,M060,Branch,Engineer,2024-11-04 08:09:07,414.77,29.0,274.0,1.0,5599.81,2
TX001205,AC00411,2023-05-29 16:17:37,Debit,Baltimore,D000567,23.163.145.195,M089,Branch,Doctor,2024-11-04 08:06:42,886.19,61.0,69.00000000000001,1.0,7904.240000000001,0
TX001206,AC00087,2023-05-04 16:37:01,Debit,Fort Worth,D000471,54.252.249.33,M036,Online,Student,2024-11-04 08:06:44,440.03,49.0,88.0,1.0,1490.44,1
TX001207,AC00196,2023-08-08 16:47:28,,Denver,D000619,56.116.189.0,M074,Branch,Retired,2024-11-04 08:08:31,76.39,18.0,219.0,1.0,5976.0,2
TX001208,AC00267,2023-04-06 17:41:53,Debit,Fort Worth,D000641,147.114.91.132,M033,Online,Retired,2024-11-04 08:06:48,595.91,19.0,162.0,1.0,1673.76,1
TX001209,AC00267,2023-09-11 16:25:04,Debit,Boston,D000288,23.255.214.209,M047,Online,Student,2024-11-04 08:11:18,6.03,76.0,70.0,1.0,3290.72,1
TX001210,AC00125,2023-09-01 16:12:35,Credit,Houston,D000470,130.92.201.49,M003,Branch,Retired,2024-11-04 08:09:08,249.34,26.0,197.0,1.0,3030.97,1
TX001211,AC00428,2023-01-19 17:08:04,Debit,Miami,D000069,152.234.65.155,M051,Branch,Student,2024-11-04 08:09:42,421.52,20.0,67.0,1.0,369.86,1
TX001212,AC00477,2023-12-01 16:01:26,Debit,Washington,D000089,133.67.250.163,M070,Online,Student,2024-11-04 08:08:23,189.77,58.0,24.0,1.0,6570.36,2
TX001213,AC00417,2023-03-01 17:26:49,Credit,Los Angeles,D000215,221.206.44.63,M019,Branch,Engineer,2024-11-04 08:10:54,73.19,76.0,213.0,1.0,2264.98,1
TX001214,AC00170,2023-12-21 16:21:27,Credit,Jacksonville,D000174,40.10.25.102,M093,,Retired,2024-11-04 08:09:14,188.13,75.0,198.0,1.0,5029.87,2
TX001215,AC00147,2023-08-14 18:14:23,Debit,Boston,D000642,157.47.114.20,M018,ATM,Doctor,2024-11-04 08:07:41,30.52,62.0,122.0,1.0,12327.74,3
TX001216,AC00097,2023-12-19 16:57:40,Debit,Colorado Springs,D000322,76.136.92.235,M062,Branch,Student,2024-11-04 08:07:39,1235.69,20.0,118.0,1.0,420.25,1
TX001217,AC00433,2023-01-16 17:26:12,Debit,Sacramento,D000255,16.94.155.46,M026,Online,Engineer,2024-11-04 08:08:24,1159.39,41.0,150.0,1.0,6499.53,2
TX001218,AC00381,2023-09-25 18:46:41,Debit,Memphis,D000412,6.204.110.7,M062,Branch,Engineer,2024-11-04 08:09:41,170.24,62.0,133.0,1.0,5172.99,2
TX001219,AC00398,2023-11-01 16:09:05,Debit,Atlanta,D000137,64.57.44.102,M062,ATM,Student,2024-11-04 08:11:15,56.62,54.0,121.0,1.0,8981.1,0
,AC00029,2023-02-06 16:30:43,Debit,Seattle,D000315,106.244.1.47,M001,ATM,Engineer,2024-11-04 08:10:43,53.14,34.0,70.0,1.0,7914.999999999999,0
TX001221,AC00291,2023-07-27 16:55:39,Debit,New York,D000103,73.54.203.165,M050,ATM,Engineer,2024-11-04 08:09:19,587.23,27.0,144.0,1.0,500.84,1
TX001222,AC00431,2023-02-06 17:32:04,Credit,Milwaukee,D000419,205.45.234.42,M070,ATM,Student,2024-11-04 08:11:40,21.27,62.0,114.0,1.0,7392.79,0
TX001223,AC00275,2023-07-10 18:00:56,Debit,Indianapolis,D000280,47.82.77.181,M049,ATM,Doctor,2024-11-04 08:11:27,1397.59,26.0,144.0,1.0,1134.79,1
TX001224,AC00093,2023-12-14 16:15:28,Credit,Chicago,D000088,144.228.168.6,M041,Branch,Engineer,2024-11-04 08:07:47,76.02,34.0,189.0,1.0,14765.41,3
TX001225,AC00442,2023-07-03 18:56:03,,Los Angeles,D000004,144.91.150.133,M081,Online,Doctor,2024-11-04 08:12:06,155.51,68.0,15.0,1.0,5360.19,2
TX001226,AC00465,2023-09-19 16:56:35,Debit,Omaha,D000196,119.43.28.203,M089,ATM,Engineer,2024-11-04 08:07:17,135.15,72.0,50.00000000000001,1.0,5878.14,2
TX001227,AC00158,2023-08-21 17:43:17,Credit,Mesa,D000627,73.108.76.238,M070,Branch,Retired,2024-11-04 08:08:12,39.48,56.0,37.99999999999999,1.0,5889.51,2
TX001228,AC00334,2023-12-26 18:13:56,Debit,Baltimore,D000158,1.198.76.182,M041,Branch,Student,2024-11-04 08:07:58,451.68,33.0,15.0,1.0,4381.54,2
TX001229,AC00093,2023-09-18 16:51:04,Debit,Indianapolis,D000487,166.79.195.157,M075,Online,Student,2024-11-04 08:08:46,355.0,26.0,33.0,1.0,185.47,1
TX001230,AC00229,2023-12-25 17:18:58,Debit,Omaha,D000618,119.43.28.203,M004,Online,Student,2024-11-04 08:06:59,427.69,43.0,236.0,1.0,2443.54,1
TX001231,AC00373,2023-05-19 17:57:36,Debit,Charlotte,D000523,,M013,ATM,Student,2024-11-04 08:08:04,254.86,23.0,102.0,1.0,699.8999999999999,1
TX001232,AC00328,2023-09-01 16:07:38,Debit,San Antonio,D000228,136.162.111.135,M003,ATM,Doctor,2024-11-04 08:10:04,19.48,27.0,114.0,1.0,4739.59,2
TX001233,AC00160,2023-10-03 16:15:25,Debit,San Jose,D000202,82.115.199.37,M013,ATM,Engineer,2024-11-04 08:07:59,190.17,49.0,265.0,1.0,12893.85,3
TX001234,AC00014,2023-06-13 16:10:27,Debit,Mesa,D000488,25.188.196.47,M085,ATM,Student,2024-11-04 08:09:40,206.63,59.0,128.0,1.0,7626.53,0
TX001235,AC00090,2023-01-02 17:34:13,Debit,Austin,D000384,195.237.152.198,M090,ATM,Engineer,2024-11-04 08:12:22,93.22,52.0,52.00000000000001,1.0,1014.6300000000001,1
TX001236,AC00053,2023-01-25 17:39:15,Credit,Nashville,D000300,146.53.16.47,M004,Branch,Doctor,2024-11-04 08:11:34,547.98,28.0,171.0,1.0,1358.54,1
TX001237,AC00478,2023-06-30 16:57:37,Credit,Seattle,D000037,193.83.0.183,M055,Online,Retired,2024-11-04 08:09:49,641.06,23.0,25.000000000000004,1.0,1602.13,1
TX001238,AC00356,2023-05-25 16:16:02,Debit,Kansas City,D000137,49.174.157.140,M070,Branch,Doctor,2024-11-04 08:12:05,314.55,27.0,18.999999999999996,2.0,1105.89,1
TX001239,AC00244,2023-09-25 17:01:56,Debit,Los Angeles,D000309,148.112.151.27,M026,,Student,2024-11-04 08:11:11,836.45,61.0,63.0,1.0,1731.89,1
TX001240,AC00103,2023-08-23 17:22:49,Debit,Virginia Beach,D000545,175.210.47.87,M087,Branch,Engineer,2024-11-04 08:07:48,1095.09,29.0,52.00000000000001,1.0,8692.47,0
TX001241,AC00053,2023-01-03 16:27:16,Debit,Nashville,D000439,161.25.82.11,M065,ATM,Doctor,2024-11-04 08:11:30,189.45,53.0,61.99999999999999,1.0,12578.75,3
TX001242,AC00151,2023-05-19 16:44:53,Credit,New York,D000050,146.69.70.214,M015,Online,Doctor,2024-11-04 08:06:59,91.84,67.0,80.0,1.0,1712.41,1
TX001243,AC00494,2023-10-10 18:14:12,Debit,Baltimore,D000176,168.55.199.214,M058,Branch,Student,2024-11-04 08:11:00,609.52,78.0,169.0,1.0,3485.03,2
TX001244,AC00219,2023-12-11 18:32:40,Debit,Phoenix,D000670,37.227.215.145,M077,Branch,Student,2024-11-04 08:07:47,859.3,78.0,68.00000000000001,1.0,1146.78,1
TX001245,AC00202,2023-05-25 16:45:31,Debit,Jacksonville,D000643,141.241.241.128,M060,ATM,Retired,2024-11-04 08:10:37,100.01,50.0,63.0,1.0,6393.12,2
TX001246,AC00254,2023-11-23 16:59:11,Debit,Las Vegas,D000406,58.190.9.136,M100,Online,Engineer,2024-11-04 08:12:07,28.78,40.0,51.00000000000001,1.0,680.5499999999998,1
TX001247,AC00285,2023-11-03 16:50:20,Debit,Jacksonville,D000290,79.47.176.19,M020,ATM,Engineer,2024-11-04 08:07:31,111.08,70.0,83.0,1.0,7037.34,0
TX001248,AC00071,2023-12-25 17:41:30,Debit,,D000593,113.137.153.101,M049,ATM,Retired,2024-11-04 08:09:29,470.96,69.0,123.99999999999999,2.0,12991.03,3
TX001249,AC00073,2023-12-05 16:32:49,Debit,New York,D000073,207.157.126.125,M016,Online,Retired,2024-11-04 08:08:46,52.23,28.0,96.0,1.0,105.01,1
TX001250,AC00383,2023-04-05 16:21:59,Debit,New York,D000099,133.63.96.21,M066,Online,Retired,2024-11-04 08:06:23,78.62,32.0,52.00000000000001,1.0,1360.85,1
TX001251,AC00326,2023-09-27 17:47:10,Credit,Jacksonville,D000179,81.248.235.147,M078,Online,Student,2024-11-04 08:06:25,47.79,25.0,37.0,1.0,1649.92,1
TX001252,AC00153,2023-03-23 17:09:53,Debit,Atlanta,D000211,221.23.158.87,M061,Online,Student,2024-11-04 08:09:16,333.97,52.0,45.0,1.0,5237.36,2
TX001253,AC00460,2023-01-03 17:14:14,Credit,Indianapolis,D000668,109.105.179.186,M040,Branch,Doctor,2024-11-04 08:06:23,30.87,33.0,295.0,1.0,14348.65,3
TX001254,AC00439,2023-07-06 17:52:32,Debit,El Paso,D000286,174.61.77.54,M028,Online,Student,2024-11-04 08:06:37,710.43,67.0,115.0,1.0,5625.55,2
TX001255,AC00070,2023-06-15 18:28:50,Debit,Houston,D000416,85.191.79.161,M005,Branch,Student,2024-11-04 08:09:44,220.23,41.0,48.0,1.0,3438.02,2
TX001256,AC00086,2023-06-19 16:24:14,Debit,Jacksonville,D000469,151.247.130.190,M042,Branch,Student,2024-11-04 08:09:30,27.28,29.0,96.0,1.0,10668.24,3
TX001257,AC00330,2023-05-09 17:54:39,Credit,Dallas,D000126,200.13.225.150,M100,Branch,Doctor,2024-11-04 08:07:53,101.52,49.0,98.0,1.0,2018.9000000000003,1
TX001258,AC00027,2023-11-20 16:29:14,Debit,Charlotte,D000133,166.41.54.117,M032,Branch,Retired,2024-11-04 08:10:17,162.65,59.0,147.0,1.0,9500.95,0
TX001259,AC00020,2023-08-24 17:34:13,Debit,Detroit,D000238,38.210.156.148,M017,Branch,Student,2024-11-04 08:08:18,10.52,55.0,30.0,1.0,2472.99,1
TX001260,AC00232,2023-11-22 16:59:09,Credit,Philadelphia,D000050,61.95.76.233,M082,Branch,Retired,2024-11-04 08:08:27,270.72,38.0,37.0,1.0,6522.47,2
TX001261,AC00247,2024-01-01 17:37:04,Debit,San Francisco,D000577,49.20.211.229,M014,Online,Doctor,2024-11-04 08:08:05,247.58,39.0,151.99999999999997,1.0,778.74,1
TX001262,AC00136,2023-08-21 17:32:04,Debit,Colorado Springs,D000614,116.106.207.139,M081,Branch,Retired,2024-11-04 08:08:29,359.65,25.0,289.0,1.0,219.53,1
TX001263,AC00322,2023-11-29 16:11:50,Debit,San Jose,D000569,5.74.9.122,M099,Online,Engineer,2024-11-04 08:10:19,109.91,38.0,90.0,1.0,12896.06,3
TX001264,AC00461,2023-03-23 16:16:29,Debit,Nashville,D000243,193.83.0.183,M005,ATM,Retired,2024-11-04 08:07:26,215.72,30.0,137.0,1.0,8697.11,0
TX001265,AC00079,2023-01-13 17:19:33,Debit,Denver,D000507,136.250.159.93,M019,Branch,Student,2024-11-04 08:10:09,490.76,66.0,156.0,1.0,6414.11,2
TX001266,AC00176,2023-08-10 18:39:04,Credit,San Antonio,D000063,200.136.146.93,M085,ATM,Student,2024-11-04 08:10:21,224.28,64.0,68.00000000000001,1.0,5767.51,2
TX001267,AC00417,2023-08-09 18:42:25,Debit,Chicago,D000358,86.83.61.143,M035,Branch,Retired,2024-11-04 08:09:27,608.79,55.0,157.0,1.0,2991.17,1
TX001268,AC00260,2023-08-15 17:21:47,Debit,Charlotte,D000498,152.140.239.181,M088,ATM,Engineer,2024-11-04 08:07:57,840.16,20.0,68.00000000000001,1.0,1236.76,1
TX001269,AC00471,2023-08-15 17:35:08,Debit,San Jose,D000035,177.172.184.163,M064,Branch,Student,2024-11-04 08:10:21,203.34,60.0,66.0,1.0,13586.99,3
TX001270,AC00231,2023-02-27 16:08:40,Debit,Raleigh,D000290,116.43.88.219,M011,Branch,Engineer,2024-11-04 08:11:28,90.88,26.0,284.0,1.0,7117.35,0
TX001271,AC00184,2023-10-18 16:20:15,Debit,Atlanta,D000067,152.140.239.181,M025,Branch,Retired,2024-11-04 08:10:26,60.11,61.0,122.0,1.0,7235.87,0
TX001272,AC00475,2023-06-02 18:12:29,Credit,Jacksonville,D000157,175.210.47.87,M091,Online,Retired,2024-11-04 08:10:08,393.92,72.0,47.0,1.0,7318.64,0
TX001273,AC00329,2023-05-19 17:19:00,Debit,Jacksonville,D000526,104.165.213.58,M005,Branch,Doctor,2024-11-04 08:07:18,19.39,43.0,45.0,1.0,9847.6,0
TX001274,AC00431,2023-05-24 16:14:34,Credit,San Jose,D000216,69.82.61.135,M048,Branch,Student,2024-11-04 08:09:22,557.41,80.0,49.0,1.0,2968.75,1
TX001275,AC00398,2023-10-12 16:29:49,Debit,Oklahoma City,D000294,173.135.78.201,M091,Online,Doctor,2024-11-04 08:06:27,57.07,31.0,99.0,1.0,9323.71,0
TX001276,AC00221,2023-06-05 16:24:12,Debit,San Francisco,D000150,47.167.178.158,M050,Branch,Retired,2024-11-04 08:08:04,395.27,18.0,167.0,1.0,1764.08,1
TX001277,AC00299,2023-02-27 17:59:36,Debit,Austin,D000475,48.31.196.24,M069,Branch,Doctor,2024-11-04 08:08:45,289.05,75.0,116.00000000000001,1.0,5683.49,2
TX001278,AC00266,2023-04-21 17:19:56,Debit,Las Vegas,D000431,115.96.94.156,M062,ATM,Doctor,2024-11-04 08:07:15,46.11,33.0,233.0,1.0,5225.73,2
TX001279,AC00297,2023-07-31 17:54:28,Debit,Omaha,D000010,50.202.8.53,M007,Online,Student,2024-11-04 08:09:21,335.5,63.0,47.0,1.0,6445.4,2
TX001280,AC00373,2023-01-06 17:52:11,Debit,Phoenix,D000640,60.166.231.236,M098,Branch,Doctor,2024-11-04 08:06:59,388.07,24.0,68.00000000000001,1.0,289.71,1
TX001281,AC00489,2023-07-24 17:01:19,Credit,Indianapolis,D000386,197.23.128.119,M070,Online,Retired,2024-11-04 08:09:54,520.86,51.0,66.0,1.0,9200.74,0
TX001282,AC00128,2023-11-13 17:28:12,Credit,Austin,D000117,4.134.78.167,M020,ATM,Student,2024-11-04 08:06:38,787.41,25.0,39.0,1.0,300.87,1
TX001283,AC00409,2023-07-12 16:58:17,Credit,Albuquerque,D000644,181.223.246.123,M087,Online,Doctor,2024-11-04 08:11:51,31.699999999999996,48.0,121.0,1.0,743.8999999999999,1
TX001284,AC00410,2023-07-07 17:40:58,Credit,Los Angeles,D000255,110.150.1.201,M077,Branch,Student,2024-11-04 08:12:16,22.3,21.0,90.0,1.0,1200.35,1
,AC00360,2023-08-21 18:51:06,Debit,Raleigh,D000008,199.103.32.145,M081,ATM,Doctor,2024-11-04 08:08:23,203.12,56.0,181.0,1.0,1562.39,1
TX001286,AC00422,2023-03-20 17:13:09,Debit,Colorado Springs,D000639,77.208.193.198,M100,Online,Retired,2024-11-04 08:10:37,315.94,49.0,172.0,1.0,7719.709999999999,0
TX001287,AC00225,2023-05-26 16:47:51,Debit,Omaha,D000435,152.234.65.155,M017,ATM,Retired,2024-11-04 08:11:50,192.23,54.0,39.0,3.0,2610.67,1
TX001288,AC00261,2023-04-18 18:55:32,Debit,Houston,D000113,210.160.90.52,M072,Online,Engineer,2024-11-04 08:09:51,1510.71,66.0,51.00000000000001,1.0,2060.02,1
TX001289,AC00468,2023-09-18 16:31:03,Credit,Colorado Springs,D000546,148.25.159.90,M007,Online,Engineer,2024-11-04 08:11:45,0.26,20.0,173.0,1.0,1833.67,1
TX001290,AC00138,2023-08-29 16:50:17,Credit,Fort Worth,D000052,115.241.186.164,M053,Online,Student,2024-11-04 08:10:34,210.77,71.0,161.0,1.0,5396.65,2
TX001291,AC00013,2023-03-28 16:02:03,Debit,Raleigh,D000347,24.148.92.177,M088,ATM,Engineer,2024-11-04 08:11:53,406.65,57.0,107.0,1.0,12995.7,3
TX001292,AC00275,2023-01-26 17:21:46,Debit,Boston,D000296,59.127.135.25,M013,Branch,Student,2024-11-04 08:11:39,422.9,40.0,111.0,1.0,7616.43,0
TX001293,AC00125,2023-07-10 16:01:03,Debit,Dallas,D000674,16.128.130.153,M002,ATM,Engineer,,20.62,35.0,225.0,1.0,12500.8,3
TX001294,AC00200,2023-06-09 17:41:13,Debit,Baltimore,D000467,148.181.195.227,M043,ATM,Doctor,2024-11-04 08:08:48,174.39,19.0,36.0,1.0,1127.08,1
TX001295,AC00213,2023-04-03 16:41:47,Debit,Jacksonville,D000609,163.129.70.210,M013,ATM,Retired,2024-11-04 08:06:39,7.859999999999999,76.0,91.0,1.0,3621.98,2
TX001296,AC00035,2023-12-07 16:11:01,Credit,Oklahoma City,D000239,115.30.82.168,M023,Online,Retired,2024-11-04 08:10:42,54.85,58.0,40.0,1.0,2727.45,1
TX001297,AC00070,2023-04-07 17:11:35,Debit,Charlotte,D000140,70.130.169.235,M030,Online,Retired,2024-11-04 08:09:41,204.7,49.0,95.0,5.0,5117.03,2
TX001298,AC00275,2023-10-24 17:04:59,Debit,Oklahoma City,D000218,79.227.202.117,M070,ATM,Student,,16.55,26.0,159.0,1.0,6089.79,2
TX001299,AC00060,2023-12-11 16:09:08,Debit,Colorado Springs,D000057,116.106.207.139,M099,ATM,Student,2024-11-04 08:07:21,91.32,58.0,77.0,1.0,2618.1,1
TX001300,AC00304,2023-04-25 17:15:27,Credit,Dallas,D000513,40.192.99.27,M001,Branch,Student,2024-11-04 08:07:16,49.62,55.0,111.0,1.0,3841.4199999999996,2
TX001301,AC00372,2023-02-27 16:02:00,Debit,Virginia Beach,D000096,156.134.123.253,M043,Online,Retired,2024-11-04 08:12:12,487.16,28.0,84.00000000000001,1.0,321.21,1
TX001302,AC00498,2023-04-17 17:27:15,Debit,San Francisco,D000198,91.103.147.166,M076,ATM,Engineer,2024-11-04 08:11:57,405.6,37.0,44.0,1.0,9754.73,0
TX001303,AC00465,2023-03-21 17:12:03,Credit,Boston,D000083,64.57.44.102,M008,Branch,Doctor,2024-11-04 08:09:31,512.95,57.0,143.0,1.0,9584.52,0
TX001304,AC00396,2023-07-05 17:21:56,Credit,Mesa,D000292,28.120.130.118,M023,Branch,Retired,2024-11-04 08:08:32,345.94,31.0,163.0,1.0,7624.56,0
TX001305,AC00083,2023-07-28 16:03:27,Debit,Washington,D000672,125.225.212.244,M076,ATM,Retired,2024-11-04 08:08:19,356.56,47.0,52.00000000000001,1.0,2485.73,1
TX001306,AC00479,2023-08-01 17:18:04,Credit,Colorado Springs,D000067,77.7.223.184,M066,Branch,Retired,2024-11-04 08:06:56,10.31,36.0,280.0,1.0,2137.9,1
TX001307,AC00091,2023-06-29 16:06:51,Debit,Philadelphia,D000499,82.115.199.37,M061,ATM,Doctor,2024-11-04 08:09:27,211.69,30.0,111.0,1.0,6412.85,2
TX001308,AC00024,2023-08-07 16:08:04,Credit,Tucson,D000041,186.135.2.148,M096,Online,Doctor,2024-11-04 08:11:39,221.49,23.0,196.0,1.0,707.25,1
TX001309,AC00366,2023-05-15 17:46:13,Debit,Chicago,D000493,175.230.206.232,M064,Online,Doctor,2024-11-04 08:10:59,278.23,48.0,83.0,1.0,8300.54,0
TX001310,AC00470,2023-03-10 16:22:05,Credit,Indianapolis,D000600,106.244.1.47,M036,Online,Doctor,2024-11-04 08:11:10,116.88,45.0,263.0,1.0,7717.339999999999,0
TX001311,AC00032,2023-09-11 18:08:19,Credit,San Francisco,D000088,154.138.163.229,M016,Branch,Student,2024-11-04 08:08:11,328.77,39.0,247.0,1.0,6967.03,0
TX001312,AC00136,2023-07-31 16:46:29,Debit,Oklahoma City,D000521,80.90.35.146,M084,Branch,Doctor,2024-11-04 08:08:12,77.53,54.0,55.0,1.0,5158.6,2
TX001313,AC00001,2023-09-15 17:00:20,Debit,Denver,,59.12.96.11,M034,Branch,Student,2024-11-04 08:11:55,421.74,67.0,103.0,1.0,12031.14,3
TX001314,AC00187,2023-03-22 16:18:37,Debit,Fresno,D000305,98.39.212.221,M011,Branch,Doctor,2024-11-04 08:11:48,313.69,73.0,151.99999999999997,1.0,7093.68,0
TX001315,AC00452,2023-07-12 16:50:42,Debit,Fresno,D000015,34.92.221.183,M025,ATM,Doctor,2024-11-04 08:10:43,411.72,29.0,153.0,1.0,8539.86,0
TX001316,AC00036,2023-03-08 17:07:21,Debit,San Diego,D000398,189.198.67.252,M007,Online,Retired,2024-11-04 08:08:42,508.73,59.0,89.0,1.0,7640.57,0
TX001317,AC00125,2023-09-18 18:35:23,Debit,Milwaukee,D000663,19.20.13.234,M059,ATM,Engineer,2024-11-04 08:06:33,153.08,24.0,201.0,1.0,1292.21,1
TX001318,AC00403,2023-12-25 16:30:45,Debit,Atlanta,D000082,193.108.17.115,M070,ATM,Doctor,2024-11-04 08:09:42,23.01,63.0,166.0,1.0,5958.75,2
TX001319,AC00264,2023-08-09 16:22:25,Debit,Tucson,D000002,63.82.133.139,M086,ATM,Engineer,2024-11-04 08:08:38,69.28,25.0,129.0,1.0,708.7399999999999,1
TX001320,AC00123,2023-05-11 17:15:10,Debit,New York,D000169,112.86.148.212,M088,ATM,Engineer,2024-11-04 08:11:20,51.25,28.0,66.0,1.0,1744.4,1
TX001321,AC00298,2023-07-19 17:38:50,Debit,Kansas City,D000137,1.238.163.61,M019,ATM,Retired,2024-11-04 08:11:06,407.65,25.0,263.0,1.0,273.78,1
TX001322,AC00235,2023-03-27 17:25:32,Debit,Los Angeles,D000149,145.76.10.8,M027,Branch,Doctor,2024-11-04 08:12:10,459.25,25.0,59.00000000000001,1.0,130.76,1
TX001323,AC00259,2023-01-10 16:32:06,Debit,New York,D000023,146.250.144.172,M049,Online,Student,2024-11-04 08:11:25,301.56,49.0,118.0,1.0,10389.6,0
TX001324,AC00329,2023-05-29 18:40:32,Debit,San Antonio,D000112,32.240.176.64,M068,ATM,Engineer,2024-11-04 08:07:18,17.67,63.0,91.0,1.0,1048.18,1
TX001325,AC00482,2023-10-03 17:27:25,Debit,Denver,D000103,199.199.60.222,M030,ATM,Retired,2024-11-04 08:07:37,5.29,32.0,132.0,1.0,12896.68,3
TX001326,AC00020,2023-01-12 17:58:56,Credit,Jacksonville,D000133,45.64.74.86,M085,Online,Student,2024-11-04 08:09:04,401.37,43.0,251.0,1.0,8208.54,0
TX001327,AC00453,2023-05-01 16:23:22,Debit,Seattle,D000517,173.135.78.201,M074,Branch,Doctor,2024-11-04 08:10:57,145.4,38.0,24.0,1.0,5244.49,2
TX001328,AC00367,2023-10-11 18:04:39,Credit,Columbus,D000682,93.151.52.152,M032,Branch,Engineer,2024-11-04 08:11:54,556.34,37.0,45.99999999999999,1.0,11935.14,3
TX001329,AC00167,,Debit,Columbus,D000193,17.36.132.202,M048,Online,Retired,2024-11-04 08:09:44,34.31,24.0,251.0,1.0,1484.76,1
TX001330,AC00110,2023-02-15 16:50:13,Debit,Chicago,D000316,189.20.224.220,M068,Online,Retired,2024-11-04 08:10:52,780.59,23.0,145.0,1.0,6513.34,2
TX001331,AC00078,2023-05-08 16:37:14,Debit,Dallas,D000693,58.190.9.136,M086,ATM,Retired,2024-11-04 08:08:12,282.65,35.0,161.0,1.0,13801.15,3
TX001332,AC00212,2023-11-03 18:37:18,Debit,Fort Worth,D000399,158.129.49.240,M015,Online,Engineer,2024-11-04 08:12:18,305.27,68.0,147.0,1.0,12958.65,3
